249,1196,1438
250,1195,1438
251,1194,1438
252,1194,1438
253,1194,1438
254,1194,1438
255,1194,1438
256,1195,1438
257,1195,1438
258,1195,1438
259,1195,1439
260,1195,1439
261,1196,1439
262,1196,1439
263,1196,1439
264,1196,1439
265,1197,1439
266,1199,1438
267,1202,1437
268,1205,1436
269,1209,1435
270,1213,1434
271,1216,1431
272,1219,1429
273,1222,1425
274,1224,1421
275,1226,1417
276,1227,1413
277,1228,1410
278,1228,1407
279,1228,1404
280,1228,1403
281,1228,1401
282,1228,1400
283,1227,1400
284,1227,1400
285,1227,1400
286,1225,1399
287,1220,1397
288,1212,1392
289,1202,1385
290,1189,1377
291,1175,1367
292,1162,1358
293,1151,1348
294,1142,1339
295,1137,1330
296,1134,1320
297,1133,1312
298,1135,1304
299,1138,1297
300,1142,1291
301,1146,1286
302,1150,1283
303,1153,1280
304,1156,1278
305,1157,1276
306,1157,1274
307,1155,1272
308,1153,1270
309,1151,1268
310,1149,1266
311,1146,1266
312,1141,1268
313,1133,1273
314,1123,1281
315,1110,1291
316,1096,1303
317,1083,1314
318,1069,1325
319,1058,1335
320,1048,1344
321,1040,1350
322,1034,1355
323,1030,1359
324,1028,1361
325,1028,1361
326,1028,1361
327,1029,1360
328,1031,1359
329,1032,1358
330,1034,1357
331,1036,1355
332,1037,1354
333,1038,1354
334,1039,1353
335,1041,1353
336,1042,1353
337,1043,1353
338,1044,1353
339,1045,1353
340,1046,1353
341,1047,1354
342,1048,1354
343,1049,1354
344,1049,1354
345,1050,1355
346,1050,1355
347,1050,1355
348,1050,1355
349,1050,1355
350,1050,1355
351,1050,1355
352,1050,1355
353,1050,1355
354,1050,1355
355,1050,1355
356,1049,1354
357,1049,1354
358,1049,1354
359,1049,1354
360,1049,1354
361,1049,1354
362,1049,1354
363,1049,1354
364,1049,1354
365,1049,1354
366,1049,1354
367,1050,1354
368,1050,1355
369,1050,1355
370,1050,1355
371,1050,1355
372,1050,1355
373,1050,1355
374,1050,1355
375,1050,1355
376,1050,1355
377,1049,1356
378,1049,1360
379,1049,1367
380,1048,1378
381,1048,1393
382,1047,1413
383,1047,1438
384,1049,1466
385,1056,1494
386,1069,1521
387,1087,1544
388,1110,1564
389,1135,1579
390,1160,1590
391,1184,1597
392,1205,1601
393,1224,1601
394,1238,1600
395,1249,1597
396,1256,1594
397,1261,1590
398,1262,1587
399,1262,1583
400,1260,1581
401,1258,1579
402,1255,1578
403,1253,1577
404,1250,1577
405,1248,1577
406,1246,1577
407,1245,1577
408,1245,1577
409,1245,1577
410,1245,1577
411,1245,1577
412,1246,1577
413,1247,1577
414,1247,1577
415,1248,1577
416,1249,1577
417,1249,1577
418,1250,1577
419,1250,1576
420,1250,1576
421,1250,1576
422,1250,1576
423,1250,1576
424,1250,1575
425,1250,1575
426,1250,1574
427,1250,1573
428,1251,1574
429,1253,1577
430,1257,1585
431,1262,1596
432,1269,1609
433,1276,1624
434,1283,1639
435,1289,1653
436,1295,1667
437,1301,1678
438,1305,1686
439,1308,1693
440,1310,1697
441,1311,1700
442,1312,1701
443,1312,1701
444,1312,1700
445,1311,1698
446,1311,1696
447,1310,1695
448,1310,1693
449,1310,1692
450,1309,1691
451,1309,1691
452,1307,1690
453,1303,1689
454,1292,1685
455,1275,1678
456,1249,1670
457,1218,1662
458,1186,1655
459,1160,1646
460,1143,1638
461,1137,1628
462,1141,1619
463,1152,1609
464,1170,1601
465,1191,1594
466,1213,1588
467,1235,1585
468,1254,1587
469,1272,1594
470,1286,1605
471,1296,1620
472,1305,1637
473,1313,1653
474,1326,1666
475,1343,1674
476,1367,1677
477,1394,1675
478,1423,1670
479,1452,1662
480,1480,1653
481,1505,1643
482,1526,1633
483,1542,1625
484,1554,1618
485,1563,1612
486,1568,1609
487,1570,1607
488,1569,1606
489,1568,1607
490,1565,1608
491,1562,1609
492,1559,1611
493,1556,1613
494,1554,1615
495,1552,1616
496,1551,1618
497,1551,1620
498,1549,1623
499,1547,1629
500,1544,1637
501,1539,1647
502,1535,1659
503,1532,1671
504,1529,1680
505,1528,1686
506,1528,1688
507,1528,1686
508,1527,1682
509,1527,1676
510,1526,1668
511,1525,1660
512,1523,1653
513,1521,1646
514,1520,1640
515,1518,1635
516,1517,1632
517,1516,1630
518,1515,1629
519,1514,1628
520,1514,1629
521,1513,1629
522,1513,1630
523,1514,1632
524,1515,1633
525,1518,1634
526,1521,1635
527,1525,1637
528,1529,1638
529,1533,1638
530,1537,1639
531,1540,1640
532,1543,1640
533,1545,1640
